root;no_asm;no_8x8dct;no_cabac;no_deblock;no_fast_pskip;no_mbtree;no_mixed_refs;no_weightb;rc_lookahead;rc_lookahead_20;rc_lookahead_40;rc_lookahead_60;ref;ref_1;ref_5;ref_9;Performance
1;1;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;367128
1;1;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;384335
1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;1;0;353947
1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;389097
1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;384305
1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;388768
1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;383062
1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0;386831
1;1;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;427490
1;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;409257
1;1;1;1;0;0;0;0;0;1;1;0;0;1;1;0;0;411573
1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;383116
