root;no_asm;no_8x8dct;no_cabac;no_deblock;no_fast_pskip;no_mbtree;no_mixed_refs;no_weightb;rc_lookahead;rc_lookahead_20;rc_lookahead_40;rc_lookahead_60;ref;ref_1;ref_5;ref_9;Performance
1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;1;1.69621739130435
1;1;0;1;0;1;0;0;0;1;0;0;1;1;0;1;0;1.99034782608696
1;1;0;1;0;1;0;0;0;1;0;0;1;1;1;0;0;1.4655652173913
1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1.66973913043478
1;1;0;1;0;1;0;0;0;1;0;0;1;1;0;0;1;2.58395652173913
1;1;0;1;1;1;1;0;0;1;0;0;1;1;0;1;0;1.80621739130435
1;1;0;1;1;1;1;0;0;1;0;0;1;1;1;0;0;1.14608695652174
1;1;0;1;1;1;1;1;0;1;0;1;0;1;0;0;1;1.81526086956522
1;1;1;1;0;1;1;1;0;1;0;0;1;1;1;0;0;1.06434782608696
1;1;1;1;0;1;1;0;0;1;0;1;0;1;1;0;0;1.05165217391304
1;1;0;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1.46578260869565
1;1;0;1;1;1;1;0;0;1;0;0;1;1;0;0;1;2.4404347826087
1;1;1;1;0;1;1;1;0;1;0;0;1;1;0;1;0;1.37391304347826
1;1;1;1;0;1;1;1;0;1;0;0;1;1;0;0;1;1.70960869565217
1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1.82169565217391
1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1.32169565217391
1;1;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1.11008695652174
1;1;0;1;1;1;1;0;0;1;0;1;0;1;0;1;0;1.80569565217391
1;1;1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;1.29852173913043
1;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;2.38026086956522
1;1;1;1;0;1;1;0;0;1;0;1;0;1;0;1;0;1.68169565217391
1;1;1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;1.77860869565217
1;1;0;1;1;1;1;0;0;1;0;1;0;1;0;0;1;2.43826086956522
1;1;1;0;1;1;0;0;0;1;0;0;1;1;0;1;0;1.84752173913044
1;1;1;0;1;1;0;0;0;1;0;0;1;1;1;0;0;1.39169565217391
1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1.91878260869565
1;1;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;2.4394347826087
1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;1.43586956521739
1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;0;1.61217391304348
1;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;1.318
1;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;1;2.31521739130435
1;1;0;0;1;1;1;0;0;1;0;0;1;1;1;0;0;1.13313043478261
1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;1;0;1.77873913043478
